"Station Name","Date (Local Standard Time)","Air Temp. Min. (°C)","Air Temp. Max. (°C)","Air Temp. Avg. (°C)","Relative Humidity Avg. (%)","Wind Speed 10 m Avg. (km/h)","Heating Degree Days (DD)","Cooling Degree Days (DD)"
"Calgary Int'L CS","04-September-2020","4.1","27.4","16.2","53.2","9.9","5.5","0.2"
"Calgary Int'L CS","05-September-2020","9.5","28.7","18.9","50.7","10.8","5.9","0.3"
"Calgary Int'L CS","06-September-2020","5.0","15.5","11.0","80.9","12.6","5.9","0.1"
"Calgary Int'L CS","07-September-2020","2.0","10.8","5.8","79.0","17.4","5.2","0.3"
"Calgary Int'L CS","08-September-2020","0.6","20.4","9.7","64.6","16.0","5.5","0.1"
"Calgary Int'L CS","09-September-2020","4.5","22.4","13.7","60.9","6.5","6.5","0.1"
"Calgary Int'L CS","10-September-2020","6.4","25.9","15.7","54.4","5.2","6.1","0.0"
"Calgary Int'L CS","11-September-2020","7.0","28.7","17.2","52.2","10.6","5.9","0.0"
"Calgary Int'L CS","12-September-2020","7.8","17.9","12.3","72.5","13.6","6.8","0.1"
"Calgary Int'L CS","13-September-2020","7.0","15.4","10.7","65.3","14.6","7.7","0.0"
"Calgary Int'L CS","14-September-2020","6.5","9.7","7.7","86.0","14.5","7.1","0.0"
"Calgary Int'L CS","15-September-2020","7.1","11.3","8.8","79.2","8.6","6.8","0.0"
"Calgary Int'L CS","16-September-2020","6.6","20.1","11.7","69.9","9.9","6.9","0.1"
"Calgary Int'L CS","17-September-2020","4.2","21.8","12.8","65.4","10.3","7.7","0.0"
"Calgary Int'L CS","18-September-2020","5.0","20.2","12.4","73.6","6.6","8.0","0.0"
"Calgary Int'L CS","19-September-2020","8.1","19.5","14.7","63.7","8.2","7.9","0.0"
"Calgary Int'L CS","20-September-2020","7.6","19.6","14.6","59.1","13.9","8.9","0.0"
"Calgary Int'L CS","21-September-2020","2.9","21.5","12.5","58.6","7.8","9.2","0.0"
"Calgary Int'L CS","22-September-2020","4.1","16.8","10.3","66.8","11.6","7.9","0.1"
"Calgary Int'L CS","23-September-2020","1.7","22.4","12.2","58.1","10.5","7.1","0.3"
"Calgary Int'L CS","24-September-2020","7.7","19.6","15.0","37.2","24.4","6.6","0.2"
"Calgary Int'L CS","25-September-2020","2.5","16.4","10.9","43.6","12.0","6.4","0.1"
"Calgary Int'L CS","26-September-2020","4.8","16.8","10.7","44.3","18.1","7.3","0.0"
"Calgary Int'L CS","27-September-2020","4.7","16.6","11.0","33.4","13.9","7.9","0.0"
"Calgary Int'L CS","28-September-2020","7.0","21.8","15.2","41.0","18.3","8.0","0.0"
"Calgary Int'L CS","29-September-2020","8.0","17.2","13.4","57.8","15.1","8.2","0.0"
"Calgary Int'L CS","30-September-2020","4.7","14.8","9.8","47.5","8.6","9.5","0.0"
"Calgary Int'L CS","01-October-2020","2.1","23.9","11.2","55.4","9.5","10.4","0.0"
"Calgary Int'L CS","02-October-2020","4.4","19.9","12.0","60.7","9.9","11.4","0.0"
"Calgary Int'L CS","03-October-2020","2.2","22.7","11.6","60.4","10.2","12.0","0.0"
"Calgary Int'L CS","04-October-2020","8.5","24.0","14.5","58.0","12.5","11.3","0.0"
"Calgary Int'L CS","05-October-2020","2.5","24.1","13.9","59.6","16.0","11.0","0.0"
"Calgary Int'L CS","06-October-2020","4.2","17.8","12.4","55.8","9.8","9.8","0.0"
"Calgary Int'L CS","07-October-2020","4.2","16.0","9.7","59.3","11.0","10.3","0.0"
"Calgary Int'L CS","08-October-2020","4.6","17.2","9.5","61.8","13.9","11.7","0.0"
"Calgary Int'L CS","09-October-2020","3.2","11.9","7.2","74.6","12.1","12.0","0.0"
"Calgary Int'L CS","10-October-2020","9.3","21.2","14.7","39.8","21.1","11.5","0.0"
"Calgary Int'L CS","11-October-2020","-0.2","13.4","7.3","43.9","16.4","13.3","0.0"
"Calgary Int'L CS","12-October-2020","-0.1","5.5","2.6","79.7","10.3","13.4","0.0"
"Calgary Int'L CS","13-October-2020","-5.4","4.1","0.1","85.2","11.5","12.8","0.0"
"Calgary Int'L CS","14-October-2020","-2.9","5.5","1.0","81.3","10.8","13.0","0.0"
"Calgary Int'L CS","15-October-2020","-5.0","5.1","0.3","74.3","11.4","13.3","0.0"
"Calgary Int'L CS","16-October-2020","-4.1","3.6","-0.6","83.4","14.2","12.9","0.0"
"Calgary Int'L CS","17-October-2020","-8.6","-3.4","-6.0","72.8","15.9","13.6","0.0"
"Calgary Int'L CS","18-October-2020","-9.0","-6.2","-7.8","81.9","11.2","13.0","0.0"
"Calgary Int'L CS","19-October-2020","-8.3","-0.6","-5.8","88.6","15.5","12.3","0.0"
"Calgary Int'L CS","20-October-2020","-5.2","2.2","-1.8","73.5","13.9","12.5","0.0"
"Calgary Int'L CS","21-October-2020","-9.1","-2.6","-4.7","84.7","19.6","13.2","0.0"
"Calgary Int'L CS","22-October-2020","-10.1","-7.9","-9.2","79.4","9.6","13.5","0.0"
"Calgary Int'L CS","23-October-2020","-11.9","-8.8","-10.1","86.7","12.3","13.7","0.0"
"Calgary Int'L CS","24-October-2020","-16.6","-10.1","-13.1","77.0","11.2","14.2","0.0"
"Calgary Int'L CS","25-October-2020","-20.2","-1.5","-11.7","65.4","7.9","15.1","0.0"
"Calgary Int'L CS","26-October-2020","-6.2","3.8","0.4","58.2","8.2","14.8","0.0"
"Calgary Int'L CS","27-October-2020","2.7","13.9","8.6","52.0","25.2","15.3","0.0"
"Calgary Int'L CS","28-October-2020","-0.2","4.3","1.9","90.6","9.2","17.3","0.0"
"Calgary Int'L CS","29-October-2020","-1.8","6.6","1.4","83.9","9.6","17.9","0.0"
"Calgary Int'L CS","30-October-2020","-3.0","13.5","5.8","67.0","20.8","17.3","0.0"
"Calgary Int'L CS","31-October-2020","-6.2","9.5","1.8","57.5","12.6","16.8","0.0"
"Calgary Int'L CS","01-November-2020","-0.2","17.1","8.7","41.0","15.0","17.4","0.0"
"Calgary Int'L CS","02-November-2020","3.0","23.0","14.0","28.3","15.1","17.5","0.0"
"Calgary Int'L CS","03-November-2020","5.3","19.3","12.4","27.6","16.5","17.2","0.0"
"Calgary Int'L CS","04-November-2020","3.5","14.1","10.1","50.7","15.7","18.0","0.0"
"Calgary Int'L CS","05-November-2020","0.4","13.5","8.2","71.4","17.2","18.6","0.0"
"Calgary Int'L CS","06-November-2020","-3.7","3.9","0.7","83.2","8.0","19.0","0.0"
"Calgary Int'L CS","07-November-2020","-8.3","0.7","-2.5","89.3","27.4","18.6","0.0"
"Calgary Int'L CS","08-November-2020","-11.2","-7.5","-9.1","73.4","39.0","18.5","0.0"
"Calgary Int'L CS","09-November-2020","-14.5","2.9","-6.0","64.3","10.1","19.8","0.0"
"Calgary Int'L CS","10-November-2020","-6.4","2.1","-1.9","86.1","22.4","20.9","0.0"
"Calgary Int'L CS","11-November-2020","-14.5","-6.4","-10.3","77.8","14.4","20.5","0.0"
"Calgary Int'L CS","12-November-2020","-14.9","2.8","-5.8","59.2","10.2","18.1","0.0"
"Calgary Int'L CS","13-November-2020","-7.8","1.2","-2.9","63.2","8.3","17.4","0.0"
"Calgary Int'L CS","14-November-2020","-7.0","0.8","-2.4","68.0","13.6","18.9","0.0"
"Calgary Int'L CS","15-November-2020","-11.9","5.6","-3.2","57.4","12.2","17.9","0.0"
"Calgary Int'L CS","16-November-2020","-7.4","5.8","-0.7","54.3","9.1","19.6","0.0"
"Calgary Int'L CS","17-November-2020","-5.5","8.6","-0.6","84.8","13.4","20.6","0.0"
"Calgary Int'L CS","18-November-2020","-8.4","3.8","-5.4","88.3","10.4","20.7","0.0"
"Calgary Int'L CS","19-November-2020","-12.2","-8.2","-10.8","85.7","8.8","21.5","0.0"
"Calgary Int'L CS","20-November-2020","-12.0","2.1","-5.3","70.0","10.5","21.2","0.0"
"Calgary Int'L CS","21-November-2020","-7.4","5.3","-0.2","55.0","11.3","21.6","0.0"
"Calgary Int'L CS","22-November-2020","-11.9","1.0","-5.9","72.1","5.2","22.2","0.0"
"Calgary Int'L CS","23-November-2020","-7.3","2.1","-2.9","66.6","9.7","22.1","0.0"
"Calgary Int'L CS","24-November-2020","-9.2","8.2","-1.9","68.7","9.2","21.2","0.0"
"Calgary Int'L CS","25-November-2020","-7.6","1.9","-2.0","67.3","14.3","21.0","0.0"
"Calgary Int'L CS","26-November-2020","-6.4","6.3","-0.2","63.2","16.9","21.5","0.0"
"Calgary Int'L CS","27-November-2020","-0.4","9.9","5.1","44.1","13.4","21.8","0.0"
"Calgary Int'L CS","28-November-2020","-7.9","8.5","-0.9","62.0","20.7","22.8","0.0"
"Calgary Int'L CS","29-November-2020","-10.5","8.5","-1.1","49.9","10.8","22.9","0.0"
"Calgary Int'L CS","30-November-2020","-3.7","8.3","2.4","43.2","16.3","22.6","0.0"
"Calgary Int'L CS","01-December-2020","-6.6","3.6","-1.4","51.5","10.9","22.2","0.0"
"Calgary Int'L CS","02-December-2020","-5.6","9.2","0.2","56.9","5.0","23.7","0.0"
"Calgary Int'L CS","03-December-2020","-6.1","15.3","4.3","50.5","10.5","24.5","0.0"
"Calgary Int'L CS","04-December-2020","-1.9","12.2","6.1","43.1","10.6","24.6","0.0"
"Calgary Int'L CS","05-December-2020","-6.0","13.1","5.0","38.8","8.0","24.6","0.0"
"Calgary Int'L CS","06-December-2020","-4.8","14.2","7.2","31.4","19.4","24.6","0.0"
"Calgary Int'L CS","07-December-2020","1.1","13.7","8.3","41.2","14.4","25.3","0.0"
"Calgary Int'L CS","08-December-2020","-2.7","12.7","5.0","65.7","11.5","24.6","0.0"
"Calgary Int'L CS","09-December-2020","-10.8","3.4","-1.4","92.9","7.6","23.0","0.0"
"Calgary Int'L CS","10-December-2020","-12.8","-0.9","-7.2","82.0","6.7","22.8","0.0"
"Calgary Int'L CS","11-December-2020","-12.8","-7.2","-8.7","92.0","12.2","23.1","0.0"
"Calgary Int'L CS","12-December-2020","-13.8","-4.9","-8.8","82.6","16.2","23.2","0.0"
"Calgary Int'L CS","13-December-2020","-17.3","-13.7","-16.2","83.5","15.0","24.5","0.0"
"Calgary Int'L CS","14-December-2020","-16.8","-1.1","-9.2","75.6","9.7","24.4","0.0"
"Calgary Int'L CS","15-December-2020","-8.1","2.3","-1.8","59.0","10.9","23.6","0.0"
"Calgary Int'L CS","16-December-2020","-3.2","4.1","0.8","53.2","12.5","23.6","0.0"
"Calgary Int'L CS","17-December-2020","-8.5","4.4","-2.4","72.6","13.7","22.8","0.0"
"Calgary Int'L CS","18-December-2020","-11.8","5.1","-4.3","70.8","13.0","23.7","0.0"
"Calgary Int'L CS","19-December-2020","-1.7","5.7","2.2","43.8","20.4","23.6","0.0"
"Calgary Int'L CS","20-December-2020","-3.9","6.1","1.9","50.9","22.2","23.8","0.0"
"Calgary Int'L CS","21-December-2020","-3.8","3.6","-1.1","62.9","12.8","25.5","0.0"
"Calgary Int'L CS","22-December-2020","-17.6","-3.3","-7.5","89.3","21.9","26.5","0.0"
"Calgary Int'L CS","23-December-2020","-20.7","5.2","-6.7","63.1","15.2","25.3","0.0"
"Calgary Int'L CS","24-December-2020","0.4","7.8","3.9","37.4","22.6","23.6","0.0"
"Calgary Int'L CS","25-December-2020","-6.9","4.3","-3.4","66.4","8.5","24.0","0.0"
"Calgary Int'L CS","26-December-2020","-8.8","-3.7","-5.6","86.3","13.6","24.4","0.0"
"Calgary Int'L CS","27-December-2020","-12.6","-7.7","-8.9","90.6","6.8","24.8","0.0"
"Calgary Int'L CS","28-December-2020","-14.2","-3.1","-8.0","78.6","5.7","26.5","0.0"
"Calgary Int'L CS","29-December-2020","-16.4","-5.8","-10.8","75.0","4.7","27.3","0.0"
"Calgary Int'L CS","30-December-2020","-10.9","0.9","-2.6","57.4","8.5","28.1","0.0"
"Calgary Int'L CS","31-December-2020","-11.2","0.3","-5.3","76.0","5.5","27.5","0.0"
